"","document","topic","gamma"
"1895","2067_1835_ъъ_ъъ_canon_corpuscanon",4,0.101648351648352
"1896","2068_1828_ъъ_ъъ_canon_corpuscanon",4,0.0378787878787879
"1897","2069_1832_ъъ_ъъ_canon_corpuscanon",4,0.0371621621621622
"1898","2070_1835_ъъ_ъъ_canon_corpuscanon",4,0.04375
"1899","2071_1824_ъъ_ъъ_canon_corpuscanon",4,0.015625
"1900","2072_1824_ъъ_ъъ_canon_corpuscanon",4,0.0113636363636364
"1901","2073_1824_ъъ_ъъ_canon_corpuscanon",4,0.0161290322580645
"1902","2074_1825_ъъ_ъъ_canon_corpuscanon",4,0.077319587628866
"1903","2075_1827_ъъ_ъъ_canon_corpuscanon",4,0.0472972972972973
"1904","2076_1828_ъъ_ъъ_canon_corpuscanon",4,0.0128205128205128
"1905","2077_1829_ъъ_ъъ_canon_corpuscanon",4,0.0174825174825175
"1906","2078_1829_ъъ_ъъ_canon_corpuscanon",4,0.00354609929078014
"1907","2079_1829_ъъ_ъъ_canon_corpuscanon",4,0.0974025974025974
"1908","2080_1835_ъъ_ъъ_canon_corpuscanon",4,0.0176470588235294
"1909","2081_1833_ъъ_ъъ_canon_corpuscanon",4,0.0596330275229358
"1910","2082_1830_ъъ_ъъ_canon_corpuscanon",4,0.0107142857142857
"1911","2083_1834_ъъ_ъъ_canon_corpuscanon",4,0.0406976744186047
"1912","209_1818_Я_Я6_nc_core",4,0.0490654205607477
"1913","21_1822_Я_Я43_nc_core",4,0.00485436893203883
"1914","210_1818_Х_Х63_nc_core",4,0.0186567164179104
"1915","211_1818_Я_Я6_nc_core",4,0.089247311827957
"1916","212_1820_Я_Я4_nc_core",4,0.0170454545454545
"1917","214_1824_Я_Я6_nc_core",4,0.00581395348837209
"1918","215_1824_Я_ЯВ_nc_core",4,0.0346534653465347
"1919","216_1815_Я_Я6_nc_core",4,0.00320512820512821
"1920","217_1829_Я_ЯВ_nc_core",4,0.0106382978723404
"1921","218_1829_Я_Я4_nc_core",4,0.0520833333333333
"1922","219_1829_Я_Я4_nc_core",4,0.176136363636364
"1923","22_1823_Я_Я4_nc_core",4,0.0223880597014925
"1924","220_1829_Я_Я4_nc_core",4,0.03
"1925","221_1829_Я_ЯВ_nc_core",4,0.0204545454545455
"1926","222_1829_Я_ЯВ_nc_core",4,0.0104895104895105
"1927","224_1829_Я_Я4_nc_core",4,0.0147058823529412
"1928","226_1829_Я_Я4_nc_core",4,0.00675675675675676
"1929","227_1825_Я_Я6_nc_core",4,0.00112107623318386
"1930","228_1829_Я_Я4_nc_core",4,0.00793650793650794
"1931","229_1830_Я_Я4_nc_core",4,0.0233644859813084
"1932","23_1823_Я_ЯВ_nc_core",4,0.0555555555555556
"1933","230_1830_Я_Я65_nc_core",4,0.0327102803738318
"1934","232_1831_Я_Я5_canon_core",4,0.0319548872180451
"1935","236_1830_Я_Я4_nc_core",4,0.0125
"1936","237_1830_Я_Я4_nc_core",4,0.0568181818181818
"1937","239_1824_Я_Я6_nc_core",4,0.00194552529182879
"1938","24_1823_Я_Я4_nc_core",4,0.0222929936305732
"1939","240_1825_Я_ЯВ_nc_core",4,0.00943396226415094
"1940","242_1825_Я_Я6_nc_core",4,0.0675675675675676
"1941","243_1825_Я_Я6664_nc_core",4,0.00240384615384615
"1942","245_1821_Я_Я6_nc_core",4,0.0104166666666667
"1943","248_1823_Я_Я6_nc_core",4,0.00221238938053097
"1944","249_1824_Я_Я4_nc_core",4,0.0833333333333333
"1945","25_1823_Я_ЯВ_nc_core",4,0.0149700598802395
"1946","250_1818_Я_Я64646663_nc_core",4,0.0228658536585366
"1947","251_1818_Я_ЯВ_nc_core",4,0.0537383177570093
"1948","252_1818_Я_ЯВ_nc_core",4,0.0208333333333333
"1949","253_1818_Я_ЯВ_nc_core",4,0.0156507413509061
"1950","254_1818_Амф_Амф4_nc_core",4,0.00434782608695652
"1951","255_1819_Я_Я4_canon_core",4,0.00980392156862745
"1952","256_1819_Я_Я4_nc_core",4,0.0204678362573099
"1953","257_1819_Я_Я65_nc_core",4,0.0248868778280543
"1954","258_1819_Я_ЯВ_nc_core",4,0.00149253731343284
"1955","259_1819_Я_Я6_nc_core",4,0.0771276595744681
"1956","26_1823_Я_Я4_canon_core",4,0.00847457627118644
"1957","260_1819_Я_Я66446343_nc_core",4,0.00230414746543779
"1958","261_1820_Я_Я65_nc_core",4,0.00119617224880383
"1959","262_1820_Я_Я6_nc_core",4,0.0330188679245283
"1960","263_1820_Амф_Амф4_nc_core",4,0.00641025641025641
"1961","264_1820_Я_Я4_nc_core",4,0.00480769230769231
"1962","265_1820_Я_Я6_nc_core",4,0.00265957446808511
"1963","266_1820_Я_ЯВ_nc_core",4,0.195431472081218
"1964","267_1820_Я_Я4_nc_core",4,0.0125
"1965","268_1820_Я_Я6_nc_core",4,0.0255102040816327
"1966","269_1820_Я_Я6_nc_core",4,0.0119617224880383
"1967","27_1823_Я_Я66666664_nc_core",4,0.00139664804469274
"1968","270_1820_Амф_Амф4_nc_core",4,0.00384615384615385
"1969","271_1820_Я_Я4_nc_core",4,0.161538461538462
"1970","272_1820_Я_ЯВ_nc_core",4,0.046875
"1971","273_1820_Я_Я6_nc_core",4,0.00588235294117647
"1972","274_1820_Я_Я6_canon_core",4,0.0123239436619718
"1973","275_1820_Я_ЯВ_nc_core",4,0.0261194029850746
"1974","276_1821_Я_Я6_nc_core",4,0.00202429149797571
"1975","277_1821_Я_Я6_nc_core",4,0.306896551724138
"1976","278_1821_Я_ЯВ_nc_core",4,0.0260115606936416
"1977","279_1821_Я_ЯВ_nc_core",4,0.00555555555555556
"1978","28_1823_Я_Я4_canon_core",4,0.0760869565217391
"1979","280_1821_Амф_Амф4_nc_core",4,0.00641025641025641
"1980","281_1821_Я_Я64646663_nc_core",4,0.00443786982248521
"1981","282_1821_Я_ЯВ_nc_core",4,0.0185185185185185
"1982","283_1821_Я_Я6664_nc_core",4,0.00537634408602151
"1983","284_1821_Я_Я6_nc_core",4,0.0118110236220472
"1984","285_1821_Я_Я65_nc_core",4,0.0193965517241379
"1985","286_1821_Я_ЯВ_nc_core",4,0.00636132315521628
"1986","287_1821_Д_Д4_nc_core",4,0.0778894472361809
"1987","288_1821_Я_Я65_nc_core",4,0.00354609929078014
"1988","289_1821_Я_Я6_nc_core",4,0.00248756218905473
"1989","29_1820_Я_Я4_nc_core",4,0.00574712643678161
"1990","290_1818_Я_Я6_nc_core",4,0.187697160883281
"1991","291_1819_Я_Я65_nc_core",4,0.00397877984084881
"1992","292_1819_Я_Я65_nc_core",4,0.0930599369085174
"1993","293_1822_Я_ЯВ_nc_core",4,0.00602409638554217
"1994","294_1822_Х_Х63_nc_core",4,0.354368932038835
"1995","295_1822_Я_Я5_nc_core",4,0.00218340611353712
"1996","296_1822_Я_Я4_nc_core",4,0.00308641975308642
"1997","297_1822_Я_Я65_nc_core",4,0.00632911392405063
"1998","298_1822_Я_Я5_nc_core",4,0.00462962962962963
"1999","299_1822_Я_Я43_nc_core",4,0.00318471337579618
"2000","3_1819_Я_Я6_nc_core",4,0.00586854460093897
"2001","30_1820_Я_Я4_nc_core",4,0.00746268656716418
"2002","300_1822_Амф_Амф4442_nc_core",4,0.0522388059701493
"2003","301_1822_Я_Я6_nc_core",4,0.087962962962963
"2004","302_1822_Я_Я6_nc_core",4,0.00233644859813084
"2005","303_1822_Я_Я4_nc_core",4,0.0078125
"2006","304_1822_Я_Я6_nc_core",4,0.00568181818181818
"2007","305_1822_Я_Я4_nc_core",4,0.198863636363636
"2008","306_1822_Амф_Амф4443_nc_core",4,0.00520833333333333
"2009","307_1823_Я_ЯВ_nc_core",4,0.00146198830409357
"2010","308_1823_Я_Я3_nc_core",4,0.00717703349282297
"2011","309_1823_Я_ЯВ_nc_core",4,0.00149253731343284
"2012","31_1820_Я_Я4_nc_core",4,0.0170454545454545
"2013","310_1823_Я_Я4_nc_core",4,0.00505050505050505
"2014","311_1823_Я_Я4_nc_core",4,0.0114678899082569
"2015","312_1823_Я_ЯВ_nc_core",4,0.00284090909090909
"2016","313_1824_Полиметр_Полиметр_nc_core",4,0.0357142857142857
"2017","314_1824_Я_Я4_nc_core",4,0.00165016501650165
"2018","316_1831_Я_ЯВ_nc_core",4,0.0377697841726619
"2019","317_1831_Я_Я4_nc_core",4,0.0258620689655172
"2020","318_1831_Я_Я4_nc_core",4,0.0394736842105263
"2021","319_1831_Я_Я4_nc_core",4,0.0164835164835165
"2022","32_1820_Я_Я6_nc_core",4,0.00819672131147541
"2023","320_1831_Я_Я4_nc_core",4,0.00531914893617021
"2024","321_1831_Я_Я4_nc_core",4,0.13
"2025","322_1831_Я_Я6_nc_core",4,0.0119047619047619
"2026","323_1831_Я_Я2_nc_core",4,0.00862068965517241
"2027","326_1827_Я_ЯВ_nc_core",4,0.0658914728682171
"2028","327_1835_Я_ЯВ_nc_core",4,0.00462962962962963
"2029","328_1832_Я_Я4_nc_core",4,0.231707317073171
"2030","329_1832_Я_Я4_nc_core",4,0.0104166666666667
"2031","33_1820_Я_Я43_nc_core",4,0.0531914893617021
"2032","330_1832_Я_Я4_nc_core",4,0.0428571428571429
"2033","331_1830_Я_Я4_nc_core",4,0.00757575757575758
"2034","332_1828_Я_Я4_nc_core",4,0.0365168539325843
"2035","333_1820_Я_Я65_nc_core",4,0.0793103448275862
"2036","334_1820_Я_Я5_nc_core",4,0.00704225352112676
"2037","335_1820_Я_Я65_nc_core",4,0.00251256281407035
"2038","336_1825_Я_Я6_nc_core",4,0.00427350427350427
"2039","337_1825_Я_Я5_nc_core",4,0.004
"2040","338_1825_Я_Я5_nc_core",4,0.00684931506849315
"2041","339_1821_Я_Я65_nc_core",4,0.0150905432595573
"2042","34_1821_Я_Я43_nc_core",4,0.0307017543859649
"2043","341_1822_Я_ЯВ_canon_core",4,0.00227272727272727
"2044","343_1823_Я_Я4_canon_core",4,0.00292397660818713
"2045","344_1816_Амф_Амф4_nc_core",4,0.0577981651376147
"2046","345_1816_Д_ДВ_nc_core",4,0.00859106529209622
"2047","346_1817_Я_ЯВ_nc_core",4,0.0276073619631902
"2048","347_1817_Я_ЯВ_nc_core",4,0.00761421319796954
"2049","349_1817_Я_ЯВ_nc_core",4,0.0796703296703297
"2050","35_1821_Я_Я5_nc_core",4,0.0018450184501845
"2051","350_1817_Эд_Эд_canon_core",4,0.00390625
"2052","351_1817_Я_Я6_canon_core",4,0.000589622641509434
"2053","352_1818_Д_Д4443_nc_core",4,0.0166666666666667
"2054","353_1818_Я_ЯВ_nc_core",4,0.00852272727272727
"2055","354_1818_Я_Я65_nc_core",4,0.00189393939393939
"2056","355_1821_Я_Я6464_nc_core",4,0.00235849056603774
"2057","356_1825_Я_Я65_canon_core",4,0.0552884615384615
"2058","357_1826_Я_Я6_nc_core",4,0.00188679245283019
"2059","358_1827_Я_Я4_nc_core",4,0.0135135135135135
"2060","359_1829_Я_ЯВ_nc_core",4,0.0197368421052632
"2061","36_1821_Я_Я43_nc_core",4,0.00458715596330275
"2062","360_1831_Х_Х4_nc_core",4,0.0833333333333333
"2063","361_1827_Я_Я5_canon_core",4,0.00526315789473684
"2064","362_1830_Я_Я4_nc_core",4,0.13
"2065","363_1831_Я_Я4_nc_core",4,0.043046357615894
"2066","364_1828_Я_Я4_nc_core",4,0.00746268656716418
"2067","365_1828_Я_Я4_nc_core",4,0.00279329608938547
"2068","366_1828_Я_Я4_nc_core",4,0.00806451612903226
"2069","367_1827_Я_Я6_nc_core",4,0.0241635687732342
"2070","368_1827_Я_Я4_nc_core",4,0.0378787878787879
"2071","369_1828_Я_ЯВ_nc_core",4,0.0322896281800391
"2072","37_1821_Я_Я4_canon_core",4,0.00396825396825397
"2073","370_1829_Я_Я4_nc_core",4,0.0119047619047619
"2074","371_1829_Х_Х4_nc_core",4,0.0194805194805195
"2075","373_1830_Я_Я4_nc_core",4,0.00413223140495868
"2076","374_1830_Я_Я4_nc_core",4,0.0290697674418605
"2077","375_1829_Я_Я4_nc_core",4,0.016304347826087
"2078","376_1829_Я_Я4_nc_core",4,0.0127118644067797
"2079","377_1830_Я_Я4_nc_core",4,0.00301204819277108
"2080","378_1830_Я_Я4343443443_canon_core",4,0.00413223140495868
"2081","379_1830_Я_Я4_nc_core",4,0.00434782608695652
"2082","38_1821_Я_Я5_canon_core",4,0.0584415584415584
"2083","380_1830_Полиметр_Полиметр_nc_core",4,0.0572916666666667
"2084","381_1830_Я_ЯВ_nc_core",4,0.0138888888888889
"2085","382_1830_Я_Я4_nc_core",4,0.0339805825242718
"2086","383_1825_Я_Я6_nc_core",4,0.0809859154929577
"2087","386_1825_Я_Я4_nc_core",4,0.00276243093922652
"2088","387_1826_Я_Я4_canon_core",4,0.00543478260869565
"2089","389_1826_Я_Я4_nc_core",4,0.12406015037594
"2090","39_1821_Я_Я4_canon_core",4,0.0614035087719298
"2091","390_1826_Я_Я4_nc_core",4,0.0326086956521739
"2092","392_1826_Я_Я65_nc_core",4,0.00284090909090909
"2093","393_1826_Я_Я6_nc_core",4,0.138009049773756
"2094","394_1826_Я_Я6_nc_core",4,0.13961038961039
"2095","395_1830_Я_Я4_nc_core",4,0.00666666666666667
"2096","396_1830_Я_Я4_nc_core",4,0.0137614678899083
"2097","397_1825_Я_ЯВ_nc_core",4,0.0018450184501845
"2098","398_1831_Х_Х4_nc_core",4,0.0176056338028169
"2099","399_1831_Я_Я4_nc_core",4,0.00833333333333333
"2100","4_1819_Я_ЯВ_nc_core",4,0.0032258064516129
"2101","40_1822_Я_Я4_canon_core",4,0.00632911392405063
"2102","400_1832_Я_Я6_nc_core",4,0.0341614906832298
"2103","401_1832_Я_Я4_nc_core",4,0.00495049504950495
"2104","403_1833_Я_Я4_nc_core",4,0.00454545454545455
"2105","405_1833_Я_ЯВ_nc_core",4,0.00403225806451613
"2106","406_1833_Я_Я4_nc_core",4,0.0572519083969466
"2107","407_1833_Я_ЯВ_nc_core",4,0.0145631067961165
"2108","408_1833_Я_ЯВ_nc_core",4,0.0130434782608696
"2109","409_1827_Я_Я4_canon_core",4,0.00574712643678161
"2110","41_1822_Я_ЯВ_nc_core",4,0.0381944444444444
"2111","410_1834_Я_Я4_nc_core",4,0.0116279069767442
"2112","411_1834_Я_Я4_nc_core",4,0.151162790697674
"2113","412_1834_Д_Днеурег_nc_core",4,0.00416666666666667
"2114","413_1834_Я_ЯВ_nc_core",4,0.00490196078431373
"2115","414_1834_Я_Я5_nc_core",4,0.00263157894736842
"2116","415_1834_Я_Я6_nc_core",4,0.0229591836734694
"2117","416_1834_Я_ЯВ_nc_core",4,0.0107142857142857
"2118","417_1834_Я_Я4_nc_core",4,0.0201612903225806
"2119","418_1834_Я_ЯВ_nc_core",4,0.00378787878787879
"2120","419_1834_Я_Я4_nc_core",4,0.00847457627118644
"2121","42_1822_Я_ЯВ_nc_core",4,0.127952755905512
"2122","420_1827_Я_Я4_canon_core",4,0.00490196078431373
"2123","421_1835_Я_Я6_nc_core",4,0.000956022944550669
"2124","422_1821_Я_ЯВ_nc_core",4,0.002
"2125","423_1821_Я_Я6_nc_core",4,0.0677480916030534
"2126","424_1821_Я_Я6_nc_core",4,0.0321316614420063
"2127","425_1826_Я_Я6_canon_core",4,0.0121527777777778
"2128","426_1827_Я_Я666664_canon_core",4,0.0541666666666667
"2129","428_1825_Я_Я4_nc_core",4,0.00187265917602996
"2130","429_1826_Я_Я4_canon_core",4,0.00887573964497041
"2131","43_1822_Я_ЯВ_nc_core",4,0.00233644859813084
"2132","430_1826_Амф_Амф4_nc_core",4,0.159836065573771
"2133","431_1829_Я_Я5_nc_core",4,0.00446428571428571
"2134","432_1830_Я_Я4_nc_core",4,0.00694444444444444
"2135","433_1821_Я_Я6_nc_core",4,0.0119047619047619
"2136","434_1830_Я_Я4_canon_core",4,0.0302013422818792
"2137","435_1830_Я_Я4_nc_core",4,0.25
"2138","436_1830_Я_Я4_nc_core",4,0.00526315789473684
"2139","437_1830_Я_Я4_canon_core",4,0.00746268656716418
"2140","438_1830_Я_ЯВ_nc_core",4,0.014792899408284
"2141","439_1825_Я_Я4_nc_core",4,0.0398936170212766
"2142","44_1823_Я_Я65_nc_core",4,0.00124688279301746
"2143","440_1828_Я_Я4_nc_core",4,0.122222222222222
"2144","441_1824_Я_Я6664_nc_core",4,0.00231481481481481
"2145","442_1825_Я_Я6_nc_core",4,0.0593220338983051
"2146","443_1826_Я_Я4_nc_core",4,0.0391304347826087
"2147","444_1826_Я_Я4_nc_core",4,0.05625
"2148","445_1826_Я_Я4_nc_core",4,0.0258620689655172
"2149","446_1827_Я_ЯВ_nc_core",4,0.0378787878787879
"2150","447_1827_Я_Я4_nc_core",4,0.0182926829268293
"2151","448_1827_Я_Я6_nc_core",4,0.00553505535055351
"2152","449_1827_Я_Я64_nc_core",4,0.03125
"2153","45_1823_Я_Я65_nc_core",4,0.0037037037037037
"2154","450_1827_Я_Я64_canon_core",4,0.00746268656716418
"2155","451_1829_Гк_Гк_nc_core",4,0.0982142857142857
"2156","452_1829_Я_ЯВ_nc_core",4,0.00265957446808511
"2157","453_1829_Я_Я4_nc_core",4,0.0142857142857143
"2158","454_1830_Я_Я4_nc_core",4,0.00619834710743802
"2159","455_1830_Я_Я4_nc_core",4,0.00282485875706215
"2160","456_1831_Я_Я4_nc_core",4,0.0359477124183007
"2161","457_1830_Я_Я4_canon_core",4,0.0522788203753351
"2162","458_1822_Я_Я4_nc_core",4,0.123762376237624
"2163","459_1822_Я_Я3_nc_core",4,0.00595238095238095
"2164","460_1822_Я_ЯВ_nc_core",4,0.811046511627907
"2165","461_1822_Я_ЯВ_nc_core",4,0.147619047619048
"2166","462_1822_Я_ЯВ_canon_core",4,0.0381165919282511
"2167","463_1823_Я_Я5_nc_core",4,0.0130434782608696
"2168","464_1823_Я_Я6_nc_core",4,0.12962962962963
"2169","465_1823_Я_Я6_canon_core",4,0.0632183908045977
"2170","466_1823_Я_Я5_canon_core",4,0.00318471337579618
"2171","467_1825_Я_Я4_canon_core",4,0.00892857142857143
"2172","468_1817_Я_Я4_nc_core",4,0.0142857142857143
"2173","469_1817_Я_Я64646663_canon_core",4,0.0430861723446894
"2174","47_1821_Я_Я6_canon_core",4,0.012280701754386
"2175","471_1817_Я_ЯВ_canon_core",4,0.0229591836734694
"2176","472_1817_Я_ЯВ_nc_core",4,0.034412955465587
"2177","473_1817_Я_Я64_canon_core",4,0.00568181818181818
"2178","475_1817_Х_Х4_nc_core",4,0.102209944751381
"2179","476_1817_Я_Я6_nc_core",4,0.00233644859813084
"2180","477_1817_Я_Я4_canon_core",4,0.150793650793651
"2181","478_1817_Я_Я6_nc_core",4,0.0078125
"2182","479_1817_Я_Я6_canon_core",4,0.0630434782608696
"2183","480_1817_Я_Я6_nc_core",4,0.00558035714285714
"2184","481_1817_Полиметр_Полиметр_nc_core",4,0.00950570342205323
"2185","482_1817_Я_ЯВ_nc_core",4,0.179245283018868
"2186","483_1817_Я_Я4_nc_core",4,0.0431034482758621
"2187","484_1817_Я_ЯВ_canon_core",4,0.00458715596330275
"2188","485_1817_Я_ЯВ_canon_core",4,0.00268817204301075
"2189","486_1817_Я_ЯВ_nc_core",4,0.0258620689655172
"2190","487_1817_Я_Я4_canon_core",4,0.009375
"2191","488_1817_Х_Х4_nc_core",4,0.0271739130434783
"2192","489_1817_Я_Я4_canon_core",4,0.00230414746543779
"2193","49_1821_Я_Я43_nc_core",4,0.00301204819277108
"2194","490_1817_Д_Д4_canon_core",4,0.0196629213483146
"2195","491_1817_Х_Х63_nc_core",4,0.0548780487804878
"2196","492_1817_Я_Я43_nc_core",4,0.0665236051502146
"2197","493_1817_Полиметр_Полиметр_nc_core",4,0.00990990990990991
"2198","494_1817_Я_Я64_canon_core",4,0.011400651465798
"2199","495_1817_Я_ЯВ_canon_core",4,0.000629722921914358
"2200","496_1817_Я_Я65_canon_core",4,0.000736377025036819
"2201","497_1827_Я_Я4_canon_core",4,0.0152542372881356
"2202","498_1816_Я_Я2_canon_core",4,0.00833333333333333
"2203","499_1818_Я_ЯВ_canon_core",4,0.0391304347826087
"2204","5_1819_Я_Я65_nc_core",4,0.0823699421965318
"2205","50_1822_Я_ЯВ_nc_core",4,0.00462962962962963
"2206","501_1821_Я_Я6_canon_core",4,0.0141509433962264
"2207","502_1816_Я_Я4_canon_core",4,0.0757575757575758
"2208","503_1818_Я_ЯВ_canon_core",4,0.0323741007194245
"2209","504_1821_Я_ЯВ_canon_core",4,0.0102739726027397
"2210","506_1821_Я_Я6_canon_core",4,0.00735294117647059
"2211","507_1821_Я_Я4_canon_core",4,0.00943396226415094
"2212","509_1824_Я_Я6_canon_core",4,0.0252525252525253
"2213","51_1822_Я_Я65_nc_core",4,0.03719723183391
"2214","511_1825_Я_Я6_nc_core",4,0.0833333333333333
"2215","512_1824_Я_ЯВ_canon_core",4,0.271276595744681
"2216","514_1825_Я_ЯВ_canon_core",4,0.00195058517555267
"2217","515_1830_Я_Я5_canon_core",4,0.00847457627118644
"2218","516_1832_Я_Я4_nc_core",4,0.0220588235294118
"2219","517_1833_Я_ЯВ_nc_core",4,0.0149006622516556
"2220","518_1827_Я_ЯВ_nc_core",4,0.00193050193050193
"2221","519_1827_Я_Я4_nc_core",4,0.0846153846153846
"2222","52_1822_Я_Я65_nc_core",4,0.00333333333333333
"2223","520_1823_Я_Я53_canon_core",4,0.00785340314136126
"2224","521_1827_Я_Я5_canon_core",4,0.00442477876106195
"2225","522_1823_Я_ЯВ_canon_core",4,0.00666666666666667
"2226","524_1823_Я_Я4_canon_core",4,0.0154639175257732
"2227","525_1824_Я_ЯВ_canon_core",4,0.0534591194968553
"2228","526_1827_Я_Я5_canon_core",4,0.0135135135135135
"2229","527_1827_Я_Я4_canon_core",4,0.00427350427350427
"2230","528_1823_Х_Х4_nc_core",4,0.0131578947368421
"2231","529_1827_Я_Я4_canon_core",4,0.00925925925925926
"2232","53_1822_Я_Я65_nc_core",4,0.00404312668463612
"2233","530_1827_Я_Я64_nc_core",4,0.00735294117647059
"2234","531_1827_Я_Я5_nc_core",4,0.0625
"2235","532_1827_Я_Я43_nc_core",4,0.0147058823529412
"2236","534_1827_Я_Я4_canon_core",4,0.014792899408284
"2237","535_1827_Я_Я43_canon_core",4,0.00515463917525773
"2238","536_1827_Я_Я4_nc_core",4,0.0205479452054795
"2239","537_1827_Я_Я5_nc_core",4,0.0128205128205128
"2240","538_1827_Я_Я4_canon_core",4,0.0186170212765957
"2241","539_1827_Я_Я64_canon_core",4,0.0541666666666667
"2242","540_1827_Я_Я5_canon_core",4,0.0216049382716049
"2243","541_1827_Я_Я2_nc_core",4,0.0978260869565217
"2244","542_1826_Я_Я4_nc_core",4,0.078125
"2245","543_1822_Я_Я4_nc_core",4,0.125
"2246","545_1825_Я_ЯВ_canon_core",4,0.22972972972973
"2247","546_1827_Я_Я5_nc_core",4,0.00847457627118644
"2248","549_1824_Я_Я4_canon_core",4,0.223076923076923
"2249","55_1821_Я_Я4_nc_core",4,0.00574712643678161
"2250","550_1827_Я_Я4_canon_core",4,0.141509433962264
"2251","551_1825_Я_Я4_nc_core",4,0.0234375
"2252","553_1828_Я_Я6_nc_core",4,0.0753968253968254
"2253","555_1824_Я_Я4_canon_core",4,0.0108695652173913
"2254","556_1824_Я_Я4_nc_core",4,0.0277777777777778
"2255","558_1831_Х_Х4_nc_core",4,0.0915492957746479
"2256","56_1821_Я_Я4_nc_core",4,0.0520833333333333
"2257","560_1825_Я_Я4_canon_core",4,0.0608108108108108
"2258","561_1833_Я_Я4_canon_core",4,0.00862068965517241
"2259","564_1823_Я_ЯВ_nc_core",4,0.074585635359116
"2260","565_1827_Я_Я4_canon_core",4,0.0423728813559322
"2261","566_1827_Я_Я666663_nc_core",4,0.00129198966408269
"2262","567_1835_Я_Я6_canon_core",4,0.553571428571429
"2263","568_1835_Я_Я6_canon_core",4,0.131578947368421
"2264","569_1835_Я_Я6_canon_core",4,0.00495049504950495
"2265","57_1821_Х_Х4_nc_core",4,0.144736842105263
"2266","570_1833_Я_Я6_canon_core",4,0.025462962962963
"2267","571_1832_Я_ЯВ_nc_core",4,0.0743243243243243
"2268","573_1827_Я_Я64646664_nc_core",4,0.00199203187250996
"2269","574_1828_Я_Я4_nc_core",4,0.0541666666666667
"2270","575_1827_Я_ЯВ_nc_core",4,0.0664893617021277
"2271","576_1827_Я_Я4_nc_core",4,0.194267515923567
"2272","577_1827_Х_Х4_nc_core",4,0.0141509433962264
"2273","578_1827_Я_ЯВ_nc_core",4,0.00735294117647059
"2274","579_1827_Я_ЯВ_nc_core",4,0.00898203592814371
"2275","58_1823_Я_Я65_nc_core",4,0.0210674157303371
"2276","580_1827_Х_Х4_nc_core",4,0.00684931506849315
"2277","581_1827_Я_Я4_nc_core",4,0.0283018867924528
"2278","582_1827_Я_Я4_nc_core",4,0.0338345864661654
"2279","583_1827_Я_Я6_nc_core",4,0.00988142292490119
"2280","584_1827_Я_Я4_nc_core",4,0.0873015873015873
"2281","585_1827_Я_Я4_nc_core",4,0.0104166666666667
"2282","586_1827_Я_ЯВ_nc_core",4,0.0985576923076923
"2283","587_1827_Я_ЯВ_nc_core",4,0.0188356164383562
"2284","588_1834_Я_Я4_nc_core",4,0.00666666666666667
"2285","589_1834_Х_Х4_nc_core",4,0.0136363636363636
"2286","59_1823_Я_Я4_canon_core",4,0.0282608695652174
"2287","590_1834_Я_Я4_nc_core",4,0.00862068965517241
"2288","591_1834_Я_Я4_nc_core",4,0.0245098039215686
"2289","592_1834_Я_Я4_nc_core",4,0.0732484076433121
"2290","593_1832_Я_Я4_nc_core",4,0.01
"2291","594_1832_Я_Я4_nc_core",4,0.00735294117647059
"2292","595_1817_Я_ЯВ_nc_core",4,0.00278810408921933
"2293","596_1819_Амф_Амф4_nc_core",4,0.00232558139534884
"2294","597_1819_Я_Я6_nc_core",4,0.00721153846153846
"2295","598_1834_Я_Я6_nc_core",4,0.309701492537313
"2296","599_1835_Я_Я4_nc_core",4,0.0478260869565217
"2297","6_1819_Я_Я65_nc_core",4,0.154320987654321
"2298","600_1835_Я_ЯВ_nc_core",4,0.123430962343096
"2299","601_1829_Я_Я6_nc_core",4,0.00602409638554217
"2300","602_1829_Я_Я4_nc_core",4,0.00520833333333333
"2301","603_1830_Я_ЯВ_nc_core",4,0.00462962962962963
"2302","604_1830_Я_Я6_nc_core",4,0.00828729281767956
"2303","605_1830_Я_Я6646_nc_core",4,0.00847457627118644
"2304","606_1830_Я_Я6_nc_core",4,0.0134099616858238
"2305","607_1830_Я_ЯВ_nc_core",4,0.0758928571428571
"2306","608_1830_Я_ЯВ_nc_core",4,0.000927643784786642
"2307","609_1830_Я_ЯВ_nc_core",4,0.0694444444444444
"2308","61_1822_Я_Я6_nc_core",4,0.00168918918918919
"2309","610_1830_Я_ЯВ_nc_core",4,0.00526315789473684
"2310","611_1830_Я_Я6_nc_core",4,0.0567010309278351
"2311","612_1827_Я_Я4_nc_core",4,0.0625
"2312","613_1830_Я_ЯВ_nc_core",4,0.0321100917431193
"2313","614_1830_Я_Я6664_nc_core",4,0.0162094763092269
"2314","615_1827_Я_ЯВ_nc_core",4,0.230627306273063
"2315","62_1822_Я_Я6664_canon_core",4,0.000984251968503937
"2316","63_1823_Я_Я5_nc_core",4,0.0364238410596026
"2317","64_1823_Я_ЯВ_nc_core",4,0.0212264150943396
"2318","65_1823_Я_Я6_nc_core",4,0.00512445095168375
"2319","66_1823_Я_Я6_nc_core",4,0.0015625
"2320","67_1823_Я_Я6_nc_core",4,0.0132743362831858
"2321","68_1824_Амф_Амф4_nc_core",4,0.316438356164384
"2322","69_1825_Я_Я6663_nc_core",4,0.158767772511848
"2323","7_1819_Я_Я65_canon_core",4,0.00888324873096447
